測定日,支障箇所,支障情報,通称線,走行方向,キロ程,位置,直曲Ｒ,カント,偏い量,検出器No,検出距離X,検出距離Y,基準値,支障量,支障位置,暫定ランク,測定速度,ビデオ確認日,ビデオ確認箇所,ビデオ確認者,ビデオ確認による対象物,支障物確認を行う担当分野,画像ファイル名,支障物確認担当技セ等,現地確認の要否,確認日,確認者所属(会社),確認者,測定要否,測定方法,対象物,支障設備保守技セ等,実キロ程(m),左右別,限界種別,測定位置種別,曲線Ｒ(m),実カント(mm),拡大寸法(mm),実基準値(mm),支障有無,実離れ(mm)X,実高さ(mm)Y,実支障量(mm),支障位置2,確定ランク,チェック,記事,措置計画・結果,TCL(m),ECC、BCCまで(m),曲線Ｒ（大）(m),曲線Ｒ（小）(m),中間TCL(m),EIT、BITまで(m),曲線Ｒ(起)(m),曲線Ｒ（終）(m),BRTからPRC(m),ERTからPRC(m),BRTまで(m),支社（主管）提出日,支社（土木）提出日
2023/7/9 23:27,62,,烏山線,下り,965,右,300,45,-48,2,1882,1103,1977,95,側方上部,C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,63,,烏山線,下り,988,右,300,45,64,3,1896,1548,1977,81,側方上部,C,39,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,64,,烏山線,下り,984,右,300,45,-47,2,1952,1232,1977,25,側方上部,C,39,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,65,S,烏山線,下り,984,右,300,45,-48,2,1937,1203,1977,40,側方上部,C,39,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,65,E,烏山線,下り,985,右,300,45,-48,2,1924,1204,1977,53,側方上部,C,39,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,67,,烏山線,下り,1061,右,300,45,-4,1,1590,474,1600,10,側方下部,C,40,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,94,,烏山線,下り,1194,左,0,0,-4,26,-1560,557,1575,15,側方下部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,101,,烏山線,下り,1203,左,0,0,-4,26,-1555,540,1575,20,側方下部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,112,,烏山線,下り,1243,左,0,0,-2,26,-1570,564,1575,5,側方下部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,113,,烏山線,下り,1262,左,0,0,-8,26,-1564,511,1575,11,側方下部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,123,,烏山線,下り,1426,右,0,0,-5,1,1814,1044,1900,86,側方上部,C,39,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,125,,烏山線,下り,1427,右,0,0,-5,1,1845,1082,1900,55,側方上部,C,39,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,126,,烏山線,下り,1422,右,0,0,0,2,1893,1035,1900,7,側方上部,C,39,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,130,,烏山線,下り,1433,左,0,0,0,24,-1842,1351,1900,58,側方上部,C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,131,,烏山線,下り,1427,右,0,0,3,2,1874,1056,1900,26,側方上部,C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,135,,烏山線,下り,1435,右,0,0,-7,5,1828,2215,1900,72,側方上部(窓部),C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,137,,烏山線,下り,1438,左,0,0,-6,26,-1806,990,1900,94,側方上部,C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,140,,烏山線,下り,1438,左,0,0,3,25,-1805,1013,1900,95,側方上部,C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,148,,烏山線,下り,1519,右,0,0,-2,3,1863,1516,1900,37,側方上部,C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,153,,烏山線,下り,1531,右,0,0,-5,5,1868,1963,1900,32,側方上部(窓部),C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,154,,烏山線,下り,1529,右,0,0,7,4,1877,1894,1900,23,側方上部(窓部),C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,156,,烏山線,下り,1530,右,0,0,9,4,1890,1961,1900,10,側方上部(窓部),C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,160,,烏山線,下り,1531,右,0,0,13,4,1811,1853,1900,89,側方上部(窓部),C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,161,S,烏山線,下り,1531,右,0,0,14,4,1870,1877,1900,30,側方上部(窓部),C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,161,E,烏山線,下り,1532,右,0,0,14,4,1837,1863,1900,63,側方上部(窓部),C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:27,164,,烏山線,下り,1533,右,0,0,10,2,1887,1267,1900,13,側方上部,C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:28,166,,烏山線,下り,1544,右,0,0,-3,7,1899,2958,1900,1,側方上部(窓部),C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:28,170,,烏山線,下り,1555,右,0,0,26,8,1836,3087,1900,64,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:28,171,,烏山線,下り,1555,右,0,0,19,6,1870,2545,1900,30,側方上部(窓部),C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:28,173,,烏山線,下り,1556,右,0,0,21,8,1808,3006,1900,92,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:28,174,,烏山線,下り,1556,右,0,0,18,6,1808,2553,1900,92,側方上部(窓部),C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:28,178,,烏山線,下り,1555,右,0,0,5,7,1845,3060,1900,55,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:28,182,,烏山線,下り,1556,右,0,0,4,7,1857,2984,1900,43,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:28,187,,烏山線,下り,1557,右,0,0,2,7,1823,3059,1900,77,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:28,191,,烏山線,下り,1561,右,0,0,-9,5,1878,2024,1900,22,側方上部(窓部),C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:28,197,,烏山線,下り,1558,右,0,0,-2,7,1806,3062,1900,94,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:28,224,,烏山線,下り,1570,右,0,0,13,8,1874,2978,1900,26,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:28,261,,烏山線,下り,1789,左,0,0,-7,26,-1547,488,1575,28,側方下部,C,39,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:29,275,,烏山線,下り,2675,右,0,0,-3,1,1558,436,1575,17,側方下部,C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:30,333,,烏山線,下り,3268,左,0,0,-6,20,-1892,3061,1900,8,側方上部,C,39,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:30,335,,烏山線,下り,3270,左,0,0,-10,23,-1894,1662,1900,6,側方上部(窓部),C,39,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:30,341,,烏山線,下り,3308,右,0,0,-10,1,1573,396,1575,2,側方下部,C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:30,356,,烏山線,下り,3467,左,0,0,-10,26,-1566,391,1575,9,側方下部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,385,,烏山線,下り,3630,右,0,0,-11,6,1889,2516,1900,11,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,386,,烏山線,下り,3630,右,0,0,-12,6,1849,2737,1900,51,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,388,,烏山線,下り,3633,右,0,0,-25,9,1761,3335,2150,28,上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,389,,烏山線,下り,3631,右,0,0,-9,6,1877,2765,1900,23,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,393,,烏山線,下り,3633,右,0,0,-12,5,1810,2168,1900,90,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,394,,烏山線,下り,3634,右,0,0,-8,5,1878,2102,1900,22,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,395,,烏山線,下り,3631,右,0,0,1,10,1342,3812,2150,14,上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,396,,烏山線,下り,3633,右,0,0,3,8,1797,3326,2150,3,上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,398,,烏山線,下り,3630,右,0,0,-5,7,1824,2685,1900,76,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,399,,烏山線,下り,3633,右,0,0,4,8,1811,3280,2150,16,上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,400,,烏山線,下り,3633,右,0,0,-2,4,1823,1668,1900,77,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,402,,烏山線,下り,3635,右,0,0,-5,5,1805,2027,1900,95,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,403,,烏山線,下り,3631,右,0,0,-4,7,1844,2780,1900,56,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,411,,烏山線,下り,3635,右,0,0,4,7,1819,2904,1900,81,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,412,,烏山線,下り,3636,右,0,0,3,7,1842,2657,1900,58,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,415,,烏山線,下り,3651,右,0,0,-8,3,1825,1353,1900,75,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,417,,烏山線,下り,3652,右,0,0,-9,3,1882,1520,1900,18,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,420,,烏山線,下り,3651,右,0,0,-12,5,1820,2038,1900,80,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,423,S,烏山線,下り,3649,右,0,0,2,4,1849,2000,1900,51,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,423,M,烏山線,下り,3649,右,0,0,1,4,1831,1778,1900,69,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,423,E,烏山線,下り,3650,右,0,0,1,4,1837,1804,1900,63,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,432,,烏山線,下り,3651,右,0,0,2,2,1860,1155,1900,40,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,445,,烏山線,下り,3659,右,0,0,13,8,1817,3120,1900,83,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,450,,烏山線,下り,3661,右,0,0,-20,5,1808,2133,1900,92,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,451,,烏山線,下り,3657,右,0,0,4,2,1808,1287,1900,92,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,452,,烏山線,下り,3661,右,0,0,-3,6,1876,2446,1900,24,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,462,,烏山線,下り,3664,右,0,0,-29,5,1888,2325,1900,12,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,468,,烏山線,下り,3661,右,0,0,0,2,1889,989,1900,11,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,470,,烏山線,下り,3664,右,0,0,-14,4,1839,1857,1900,61,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,471,S,烏山線,下り,3662,右,0,0,-1,2,1876,1052,1900,24,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,471,M,烏山線,下り,3663,右,0,0,-1,2,1807,1278,1900,93,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,471,E,烏山線,下り,3663,右,0,0,-1,2,1899,1320,1900,1,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,473,,烏山線,下り,3664,右,0,0,-2,7,1886,3032,1900,14,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,476,,烏山線,下り,3763,右,0,0,-10,1,1888,957,1900,12,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,477,,烏山線,下り,3777,右,0,0,1,2,1855,1249,1900,45,側方上部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,514,,烏山線,下り,4016,左,0,0,-7,26,-1558,497,1575,17,側方下部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,515,,烏山線,下り,4012,左,0,0,-4,25,-1868,1037,1900,32,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,516,,烏山線,下り,4021,左,0,0,-7,26,-1837,957,1900,63,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:31,517,,烏山線,下り,4025,左,0,0,-3,26,-1571,583,1575,4,側方下部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
